Catégorie;Emoji;Nom;Adresse;Note;Latitude;Longitude;Nb Avis;Téléphone;Horaires / Notes
cafe;☕;Café Rayan;;;30.3990293;-9.5510911;;;
magasin;🛒;Superette Atlas;;;30.3977166;-9.557278;;;
magasin;🛒;Marjane;Ruta d'Inzegane, Ben Sergaou;;30.3942721;-9.5810331;;+212 5 29 90 10 00;Mo-Su 09:00-22:00
ecole;🎓;Colegio Abdel Ali Benchekroun;AGADIR;;30.393162;-9.5706228;;;
ecole;🎓;Escuela Primaria Al-Matar;;;30.3884994;-9.5722939;;;
ecole;🎓;Escuela National des Sciences Appliquées;;;30.4065352;-9.5790016;;;
ecole;🎓;Annexe cité universitaire;;;30.4056156;-9.5784218;;;
cafe;☕;Restaurant universitaire;;;30.4060581;-9.5791735;;;
ecole;🎓;Institución Blaise Pascal;;;30.4055744;-9.5803185;;;
ecole;🎓;OFPPT Hotelerie et Restauration, Agadir;;;30.4044692;-9.5712199;;;
ecole;🎓;Escuela Nationale de Commerce et de Gestion;Agadir;;30.4022003;-9.5551831;;;
loisir;🌿;Jardin Ibn Khaldoun;;;30.3899903;-9.5751227;;;
mosquee;🕌;Tadwart;;;30.3877783;-9.5695369;;;
mosquee;🕌;Mezquita Omar Iben Alkhattab;;;30.4069045;-9.5567186;;;
sante;🏥;Clinic Ibn Sina;Bulevar Hassan I;;30.4116529;-9.5627573;;;24/7
loisir;🌿;Park Salam;;;30.4043416;-9.5548817;;;
loisir;🌿;Bustan park;;;30.405051;-9.5516177;;;
ecole;🎓;Escuela Privée Mounib;;;30.4054928;-9.5563148;;;
ecole;🎓;Colegio Ahmed Chawqi;;;30.4078971;-9.5618501;;;
ecole;🎓;Escuela lwahda;;;30.388649;-9.5659067;;;
ecole;🎓;Escuela Atahir Ifrani;;;30.3902536;-9.572065;;;
ecole;🎓;Instituto aby laabass sebty;;;30.3952823;-9.5637998;;;
ecole;🎓;Instituto Badre;;;30.3925591;-9.5568153;;;
ecole;🎓;Colegio ibn tofail;;;30.3903357;-9.5558283;;;
ecole;🎓;مدرسة الكرسيفي;;;30.3909303;-9.5601346;;;
ecole;🎓;Escuela Al Massira;;;30.408391;-9.5662627;;;
ecole;🎓;Escuela AL MAGHRIB AL KABIR;;;30.4120714;-9.5665131;;;
ecole;🎓;Escuela AL FARABI;;;30.3944939;-9.5728898;;;
ecole;🎓;Escuela AL FARAH;;;30.3968884;-9.5542706;;;
loisir;🌿;Assalam Football Field;;;30.3993216;-9.5500122;;;
